#This file contains updated Xsec and Reduced Xsec
#Xsec Units: ub * MeV^-1 *sr^-2
#Ksigcc1 Units: (ub * MeV^2 * sr^-2
#Red Xsec Units: MeV^-3
#!xb[i,0]/  yb[i,1]/   thnq_bin[f,2]/   pm_bin[f,3]/  Ksigcc1[f,4]/   pwiaXsec_theory[f,5]/    fsiXsec_theory[f,6]/   red_pwiaXsec_theory[f,7]/    red_fsiXsec_theory[f,8]/   setting[s,9]/
6   1   55.000000   0.020000   2426.689448  1.742454710000e-03   1.742454710000e-03    7.180377824761e-07   7.180377824761e-07   80
6   2   55.000000   0.060000   2321.795750  4.228420100000e-04   4.228420100000e-04    1.821185218381e-07   1.821185218381e-07   80
6   3   55.000000   0.100000   2172.367173  8.549886320000e-05   8.549886320000e-05    3.935746418131e-08   3.935746418131e-08   80
6   4   55.000000   0.140000   2002.593572  2.031419180000e-05   2.031419180000e-05    1.014394137884e-08   1.014394137884e-08   80
6   5   55.000000   0.180000   1872.123890  5.742000100000e-06   5.742000100000e-06    3.067104763029e-09   3.067104763029e-09   80
6   6   55.000000   0.220000   1779.833183  1.937196370000e-06   1.937196370000e-06    1.088414570817e-09   1.088414570817e-09   80
6   7   55.000000   0.260000   1685.454204  7.389005420000e-07   7.389005420000e-07    4.383984686421e-10   4.383984686421e-10   80
6   8   55.000000   0.300000   1608.725062  3.281823100000e-07   3.281823100000e-07    2.040014902186e-10   2.040014902186e-10   80
6   9   55.000000   0.340000   1549.985026  1.698972280000e-07   1.698972280000e-07    1.096121737630e-10   1.096121737630e-10   80
6   10   55.000000   0.380000   1508.691172  1.005874870000e-07   1.005874870000e-07    6.667201934154e-11   6.667201934154e-11   80
6   11   55.000000   0.420000   1474.624100  6.585655360000e-08   6.585655360000e-08    4.465989237528e-11   4.465989237528e-11   80
6   12   55.000000   0.460000   1454.895337  4.603780430000e-08   4.603780430000e-08    3.164337882540e-11   3.164337882540e-11   80
6   12   55.000000   0.460000   5381.128095  1.704513280000e-07   1.704513280000e-07    3.167576110265e-11   3.167576110265e-11   580_set1
6   12   55.000000   0.460000   5423.470158  1.677614900000e-07   1.677614900000e-07    3.093249987788e-11   3.093249987788e-11   580_set2
6   13   55.000000   0.500000   1442.414354  3.333967180000e-08   3.333967180000e-08    2.311379646739e-11   2.311379646739e-11   80
6   13   55.000000   0.500000   5167.767314  1.245877970000e-07   1.245877970000e-07    2.410863133533e-11   2.410863133533e-11   580_set1
6   13   55.000000   0.500000   5159.416907  1.237068400000e-07   1.237068400000e-07    2.397690324892e-11   2.397690324892e-11   580_set2
6   14   55.000000   0.540000   1441.585278  2.470358090000e-08   2.470358090000e-08    1.713639926614e-11   1.713639926614e-11   80
6   14   55.000000   0.540000   4963.239349  9.107910840000e-08   9.107910840000e-08    1.835073870019e-11   1.835073870019e-11   580_set1
6   14   55.000000   0.540000   4940.652000  9.008036550000e-08   9.008036550000e-08    1.823248540881e-11   1.823248540881e-11   580_set2
6   15   55.000000   0.580000   1430.163091  1.825702560000e-08   1.825702560000e-08    1.276569484620e-11   1.276569484620e-11   80
6   15   55.000000   0.580000   4914.953205  6.814977530000e-08   6.814977530000e-08    1.386580348937e-11   1.386580348937e-11   580_set1
6   15   55.000000   0.580000   4893.568378  6.785614790000e-08   6.785614790000e-08    1.386639414401e-11   1.386639414401e-11   580_set2
6   16   55.000000   0.620000   1410.778002  1.358578540000e-08   1.358578540000e-08    9.629995208842e-12   9.629995208842e-12   80
