#This file contains updated Xsec and Reduced Xsec
#Xsec Units: ub * MeV^-1 *sr^-2
#Ksigcc1 Units: (ub * MeV^2 * sr^-2
#Red Xsec Units: MeV^-3
#!xb[i,0]/  yb[i,1]/   thnq_bin[f,2]/   pm_bin[f,3]/  Ksigcc1[f,4]/   pwiaXsec_theory[f,5]/    fsiXsec_theory[f,6]/   red_pwiaXsec_theory[f,7]/    red_fsiXsec_theory[f,8]/   setting[s,9]/
5   1   45.000000   0.020000   2397.882265  1.748471680000e-03   1.748471680000e-03    7.291732815748e-07   7.291732815748e-07   80
5   2   45.000000   0.060000   2248.951532  4.094733890000e-04   4.094733890000e-04    1.820730163250e-07   1.820730163250e-07   80
5   3   45.000000   0.100000   2054.087150  8.244783020000e-05   8.244783020000e-05    4.013842849852e-08   4.013842849852e-08   80
5   4   45.000000   0.140000   1845.900896  1.913185120000e-05   1.913185120000e-05    1.036450615602e-08   1.036450615602e-08   80
5   5   45.000000   0.180000   1686.791179  5.372775550000e-06   5.372775550000e-06    3.185204912670e-09   3.185204912670e-09   80
5   6   45.000000   0.220000   1543.219418  1.759167080000e-06   1.759167080000e-06    1.139933219788e-09   1.139933219788e-09   80
5   7   45.000000   0.260000   1418.611827  6.672184470000e-07   6.672184470000e-07    4.703319359821e-10   4.703319359821e-10   80
5   8   45.000000   0.300000   1310.540827  2.890417870000e-07   2.890417870000e-07    2.205515318906e-10   2.205515318906e-10   80
5   9   45.000000   0.340000   1228.783984  1.466364410000e-07   1.466364410000e-07    1.193345965681e-10   1.193345965681e-10   80
5   10   45.000000   0.380000   1164.619153  8.508700880000e-08   8.508700880000e-08    7.305994288418e-11   7.305994288418e-11   80
5   11   45.000000   0.420000   1111.207679  5.483026800000e-08   5.483026800000e-08    4.934295274970e-11   4.934295274970e-11   80
5   11   45.000000   0.420000   4792.246106  2.278186980000e-07   2.278186980000e-07    4.753902303030e-11   4.753902303030e-11   580_set1
5   11   45.000000   0.420000   4816.680235  2.256902160000e-07   2.256902160000e-07    4.685596821646e-11   4.685596821646e-11   580_set2
5   12   45.000000   0.460000   1074.161616  3.791760280000e-08   3.791760280000e-08    3.529971862260e-11   3.529971862260e-11   80
5   12   45.000000   0.460000   4466.495495  1.588267830000e-07   1.588267830000e-07    3.555959771543e-11   3.555959771543e-11   580_set1
5   12   45.000000   0.460000   4495.115164  1.585908980000e-07   1.585908980000e-07    3.528071967324e-11   3.528071967324e-11   580_set2
5   13   45.000000   0.500000   1051.650333  2.711396290000e-08   2.711396290000e-08    2.578229859221e-11   2.578229859221e-11   80
5   13   45.000000   0.500000   4259.258234  1.143801810000e-07   1.143801810000e-07    2.685448374249e-11   2.685448374249e-11   580_set2
5   13   45.000000   0.500000   4249.245988  1.140949730000e-07   1.140949730000e-07    2.685063969519e-11   2.685063969519e-11   580_set1
5   14   45.000000   0.540000   1034.204511  1.980850470000e-08   1.980850470000e-08    1.915337294443e-11   1.915337294443e-11   80
5   14   45.000000   0.540000   4068.620479  8.281148230000e-08   8.281148230000e-08    2.035370040716e-11   2.035370040716e-11   580_set1
5   14   45.000000   0.540000   4054.382919  8.245918150000e-08   8.245918150000e-08    2.033828159486e-11   2.033828159486e-11   580_set2
5   14   45.000000   0.540000   5165.716795  1.016966180000e-07   1.016966180000e-07    1.968683573564e-11   1.968683573564e-11   750_set3
5   14   45.000000   0.540000   5224.226566  1.012210250000e-07   1.012210250000e-07    1.937531301930e-11   1.937531301930e-11   750_set2
5   14   45.000000   0.540000   5239.479788  1.009863540000e-07   1.009863540000e-07    1.927411844040e-11   1.927411844040e-11   750_set1
5   15   45.000000   0.580000   1031.622568  1.473835760000e-08   1.473835760000e-08    1.428657927538e-11   1.428657927538e-11   80
5   15   45.000000   0.580000   3898.323659  5.989566450000e-08   5.989566450000e-08    1.536446681684e-11   1.536446681684e-11   580_set1
5   15   45.000000   0.580000   3902.898354  5.992103740000e-08   5.992103740000e-08    1.535295874118e-11   1.535295874118e-11   580_set2
5   15   45.000000   0.580000   4887.624170  7.449174670000e-08   7.449174670000e-08    1.524089089280e-11   1.524089089280e-11   750_set2
5   15   45.000000   0.580000   4877.563219  7.416787740000e-08   7.416787740000e-08    1.520592846672e-11   1.520592846672e-11   750_set1
5   15   45.000000   0.580000   4857.568777  7.361301780000e-08   7.361301780000e-08    1.515429244122e-11   1.515429244122e-11   750_set3
5   16   45.000000   0.620000   1039.614663  1.106807780000e-08   1.106807780000e-08    1.064632713823e-11   1.064632713823e-11   80
5   16   45.000000   0.620000   3730.450408  4.301193360000e-08   4.301193360000e-08    1.152995721583e-11   1.152995721583e-11   580_set2
5   16   45.000000   0.620000   3735.753202  4.302762820000e-08   4.302762820000e-08    1.151779196146e-11   1.151779196146e-11   580_set1
5   16   45.000000   0.620000   4605.145960  5.322422090000e-08   5.322422090000e-08    1.155755351998e-11   1.155755351998e-11   750_set2
5   16   45.000000   0.620000   4622.080734  5.340283360000e-08   5.340283360000e-08    1.155385132223e-11   1.155385132223e-11   750_set3
5   16   45.000000   0.620000   4609.415539  5.321445320000e-08   5.321445320000e-08    1.154472898999e-11   1.154472898999e-11   750_set1
